ticket_id,issue_area,issue_category,issue_sub_category,customer_sentiment,issue_complexity,product_category,product_sub_category,priority
11228,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Electronics,DSLR Camera,high
11229,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Electronics,DSLR Camera,high
11230,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Electronics,DSLR Camera,high
11231,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Electronics,DSLR Camera,high
11232,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Electronics,DSLR Camera,urgent
11233,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Appliances,Refrigerator,low
11234,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Appliances,Refrigerator,medium
11235,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Appliances,Refrigerator,medium
11236,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Appliances,Refrigerator,medium
11237,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Appliances,Refrigerator,high
11238,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Appliances,Refrigerator,high
11239,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Appliances,Refrigerator,high
11240,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Appliances,Refrigerator,high
11241,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Appliances,Refrigerator,urgent
11242,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Appliances,Washing Machine,low
11243,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Appliances,Washing Machine,medium
11244,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Appliances,Washing Machine,medium
11245,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Appliances,Washing Machine,medium
11246,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Appliances,Washing Machine,high
11247,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Appliances,Washing Machine,high
11248,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Appliances,Washing Machine,high
11249,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Appliances,Washing Machine,high
11250,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Appliances,Washing Machine,urgent
11251,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Appliances,Microwave Oven,low
11252,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Appliances,Microwave Oven,medium
11253,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Appliances,Microwave Oven,medium
11254,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Appliances,Microwave Oven,low
11255,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Appliances,Microwave Oven,high
11256,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Appliances,Microwave Oven,high
11257,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Appliances,Microwave Oven,high
11258,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Appliances,Microwave Oven,high
11259,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Appliances,Microwave Oven,urgent
11260,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Appliances,Air Conditioner,low
11261,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Appliances,Air Conditioner,medium
11262,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Appliances,Air Conditioner,medium
11263,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Appliances,Air Conditioner,medium
11264,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Appliances,Air Conditioner,medium
11265,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Appliances,Air Conditioner,high
11266,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Appliances,Air Conditioner,high
11267,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Appliances,Air Conditioner,medium
11268,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Appliances,Air Conditioner,urgent
11269,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Appliances,Water Purifier,low
11270,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Appliances,Water Purifier,medium
11271,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Appliances,Water Purifier,medium
11272,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Appliances,Water Purifier,medium
11273,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Appliances,Water Purifier,high
11274,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Appliances,Water Purifier,high
11275,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Appliances,Water Purifier,urgent
11276,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Appliances,Water Purifier,high
11277,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Appliances,Water Purifier,urgent
11278,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Appliances,Oven Toaster Grills (OTG),low
11279,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Appliances,Oven Toaster Grills (OTG),medium
11280,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Appliances,Oven Toaster Grills (OTG),medium
11281,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Appliances,Oven Toaster Grills (OTG),medium
11282,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Appliances,Oven Toaster Grills (OTG),high
11283,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Appliances,Oven Toaster Grills (OTG),high
11284,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Appliances,Oven Toaster Grills (OTG),high
11285,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Appliances,Oven Toaster Grills (OTG),high
11286,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Appliances,Oven Toaster Grills (OTG),urgent
11287,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Men/Women/Kids,T-Shirt,low
11288,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,medium,Men/Women/Kids,T-Shirt,medium
11289,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,high,Men/Women/Kids,T-Shirt,medium
11290,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,less,Men/Women/Kids,T-Shirt,medium
11291,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,medium,Men/Women/Kids,T-Shirt,high
11292,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,negative,high,Men/Women/Kids,T-Shirt,high
11293,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,less,Men/Women/Kids,T-Shirt,high
11294,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,medium,Men/Women/Kids,T-Shirt,high
11295,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,frustrated,high,Men/Women/Kids,T-Shirt,urgent
11296,Warranty,Extended Warranty,Process of signing up for an extended warranty for a product,neutral,less,Men/Women/Kids,Jeans,low
